#label	HHS_region	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_display_name	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	biosample_acc	collected_by	collection_date	complete_fl	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	outbreak	sample_name	scientific_name	serovar	species_taxid	sra_center	sra_release_date	strain	sub_species	target_acc	target_creation_date	tax-id	wgs_acc_prefix	wgs_master_acc
PDT000078214.1|SAMEA1010372|GCA_001224345.1|Campylobacter jejuni||not known|OXC6252|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224345.1	7038_3#3	Contig	353906	1678005	16	NULL	Generic	PRJEB2075	SAMEA1010372	NULL	2011	1	2070258	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6252	NULL	PDT000078214.1	2015-08-05	197	CUIL	CUIL00000000.1
PDT000078215.1|SAMEA1401208|GCA_001224385.1|Campylobacter jejuni||not known|OXC6609|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224385.1	7213_3#65	Contig	457431	1639228	14	NULL	Generic	PRJEB2075	SAMEA1401208	NULL	2011	1	2070298	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6609	NULL	PDT000078215.1	2015-08-05	197	CUUU	CUUU00000000.1
PDT000078216.1|SAMEA1010354|GCA_001224405.1|Campylobacter jejuni||not known|OXC6519|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224405.1	7092_1#72	Contig	198544	1702874	19	NULL	Generic	PRJEB2075	SAMEA1010354	NULL	2011	1	2070318	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6519	NULL	PDT000078216.1	2015-08-05	197	CURQ	CURQ00000000.1
PDT000078217.1|SAMEA1010643|GCA_001224465.1|Campylobacter jejuni||not known|OXC6300|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224465.1	7038_3#50	Contig	188165	1720665	24	NULL	Generic	PRJEB2075	SAMEA1010643	NULL	2011	1	2070378	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6300	NULL	PDT000078217.1	2015-08-05	197	CUJI	CUJI00000000.1
PDT000078218.1|SAMEA1400845|GCA_001224485.1|Campylobacter jejuni||not known|OXC6622|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224485.1	7213_3#77	Contig	213030	1741836	17	NULL	Generic	PRJEB2075	SAMEA1400845	NULL	2011	1	2070398	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6622	NULL	PDT000078218.1	2015-08-05	197	CUVG	CUVG00000000.1
PDT000078219.1|SAMEA1010623|GCA_001224585.1|Campylobacter jejuni||not known|OXC6328|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224585.1	7038_3#78	Contig	263125	1693611	14	NULL	Generic	PRJEB2075	SAMEA1010623	NULL	2011	1	2070498	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6328	NULL	PDT000078219.1	2015-08-05	197	CUKM	CUKM00000000.1
PDT000078220.1|SAMEA1400912|GCA_001224625.1|Campylobacter jejuni||not known|OXC6640|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224625.1	7213_3#95	Contig	268038	1832676	27	NULL	Generic	PRJEB2075	SAMEA1400912	NULL	2011	1	2070538	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6640	NULL	PDT000078220.1	2015-08-05	197	CUWA	CUWA00000000.1
PDT000078221.1|SAMEA1010392|GCA_001224665.1|Campylobacter jejuni||not known|OXC6278|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224665.1	7038_3#29	Contig	215836	1609171	14	NULL	Generic	PRJEB2075	SAMEA1010392	NULL	2011	1	2070578	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6278	NULL	PDT000078221.1	2015-08-05	197	CUIK	CUIK00000000.1
PDT000078222.1|SAMEA1401475|GCA_001224805.1|Campylobacter jejuni||not known|OXC6554|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224805.1	7213_3#11	Contig	185507	1838272	53	NULL	Generic	PRJEB2075	SAMEA1401475	NULL	2011	1	2070718	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6554	NULL	PDT000078222.1	2015-08-05	197	CUSQ	CUSQ00000000.1
PDT000078223.1|SAMEA1010261|GCA_001224845.1|Campylobacter jejuni||not known|OXC6287|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224845.1	7038_3#37	Contig	247472	1707858	16	NULL	Generic	PRJEB2075	SAMEA1010261	NULL	2011	1	2070758	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6287	NULL	PDT000078223.1	2015-08-05	197	CUIU	CUIU00000000.1
PDT000078224.1|SAMEA1010548|GCA_001224865.1|Campylobacter jejuni||not known|OXC6334|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224865.1	7038_3#84	Contig	213288	1744406	17	NULL	Generic	PRJEB2075	SAMEA1010548	NULL	2011	1	2070778	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6334	NULL	PDT000078224.1	2015-08-05	197	CUKT	CUKT00000000.1
PDT000078225.1|SAMEA1010421|GCA_001224905.1|Campylobacter jejuni||not known|OXC6356|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224905.1	7065_7#10	Contig	204298	1737544	31	NULL	Generic	PRJEB2075	SAMEA1010421	NULL	2011	1	2070818	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6356	NULL	PDT000078225.1	2015-08-05	197	CULI	CULI00000000.1
PDT000078226.1|SAMEA1400913|GCA_001224965.1|Campylobacter jejuni||not known|OXC6598|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224965.1	7213_3#55	Contig	149895	1662997	16	NULL	Generic	PRJEB2075	SAMEA1400913	NULL	2011	1	2070878	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6598	NULL	PDT000078226.1	2015-08-05	197	CUUL	CUUL00000000.1
PDT000078227.1|SAMEA1401621|GCA_001224985.1|Campylobacter jejuni||not known|OXC6583|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001224985.1	7213_3#40	Contig	213528	1729681	17	NULL	Generic	PRJEB2075	SAMEA1401621	NULL	2011	1	2070898	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6583	NULL	PDT000078227.1	2015-08-05	197	CUTY	CUTY00000000.1
PDT000078228.1|SAMEA1010301|GCA_001225005.1|Campylobacter jejuni||not known|OXC6497|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225005.1	7092_1#50	Contig	517795	1723787	15	NULL	Generic	PRJEB2075	SAMEA1010301	NULL	2011	1	2070918	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6497	NULL	PDT000078228.1	2015-08-05	197	CUQR	CUQR00000000.1
PDT000078229.1|SAMEA1400828|GCA_001225025.1|Campylobacter jejuni||not known|OXC6628|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225025.1	7213_3#83	Contig	156320	1635975	17	NULL	Generic	PRJEB2075	SAMEA1400828	NULL	2011	1	2070938	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6628	NULL	PDT000078229.1	2015-08-05	197	CUVO	CUVO00000000.1
PDT000078230.1|SAMEA1010456|GCA_001225045.1|Campylobacter jejuni||not known|OXC6345|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225045.1	7038_3#95	Contig	264090	1695087	13	NULL	Generic	PRJEB2075	SAMEA1010456	NULL	2011	1	2070958	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6345	NULL	PDT000078230.1	2015-08-05	197	CULF	CULF00000000.1
PDT000078231.1|SAMEA1010414|GCA_001225065.1|Campylobacter jejuni||not known|OXC6358|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225065.1	7065_7#12	Contig	184067	1631194	20	NULL	Generic	PRJEB2075	SAMEA1010414	NULL	2011	1	2070978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6358	NULL	PDT000078231.1	2015-08-05	197	CULK	CULK00000000.1
PDT000078232.1|SAMEA1010426|GCA_001225105.1|Campylobacter jejuni||not known|OXC6532|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225105.1	7092_1#85	Contig	297241	1669537	15	NULL	Generic	PRJEB2075	SAMEA1010426	NULL	2011	1	2071018	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6532	NULL	PDT000078232.1	2015-08-05	197	CUSD	CUSD00000000.1
PDT000078233.1|SAMEA1010322|GCA_001225165.1|Campylobacter jejuni||not known|OXC6496|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225165.1	7092_1#49	Contig	195940	1701414	20	NULL	Generic	PRJEB2075	SAMEA1010322	NULL	2011	1	2071078	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6496	NULL	PDT000078233.1	2015-08-05	197	CUQP	CUQP00000000.1
PDT000078234.1|SAMEA1010552|GCA_001225185.1|Campylobacter jejuni||not known|OXC6295|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225185.1	7038_3#45	Contig	207244	1788948	54	NULL	Generic	PRJEB2075	SAMEA1010552	NULL	2011	1	2071098	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6295	NULL	PDT000078234.1	2015-08-05	197	CUJC	CUJC00000000.1
PDT000078235.1|SAMEA1010360|GCA_001225205.1|Campylobacter jejuni||not known|OXC6436|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225205.1	7065_7#88	Contig	406516	1650458	12	NULL	Generic	PRJEB2075	SAMEA1010360	NULL	2011	1	2071118	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6436	NULL	PDT000078235.1	2015-08-05	197	CUOO	CUOO00000000.1
PDT000078236.1|SAMEA1010543|GCA_001225265.1|Campylobacter jejuni||not known|OXC6498|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225265.1	7092_1#51	Contig	288080	1724309	16	NULL	Generic	PRJEB2075	SAMEA1010543	NULL	2011	1	2071178	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6498	NULL	PDT000078236.1	2015-08-05	197	CUQT	CUQT00000000.1
PDT000078237.1|SAMEA1010355|GCA_001225325.1|Campylobacter jejuni||not known|OXC6265|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225325.1	7038_3#16	Contig	263853	1686484	18	NULL	Generic	PRJEB2075	SAMEA1010355	NULL	2011	1	2071238	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6265	NULL	PDT000078237.1	2015-08-05	197	CUHW	CUHW00000000.1
PDT000078238.1|SAMEA1400811|GCA_001225345.1|Campylobacter jejuni||not known|OXC6626|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225345.1	7213_3#81	Contig	184881	1616466	17	NULL	Generic	PRJEB2075	SAMEA1400811	NULL	2011	1	2071258	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6626	NULL	PDT000078238.1	2015-08-05	197	CUVM	CUVM00000000.1
PDT000078239.1|SAMEA1010400|GCA_001225385.1|Campylobacter jejuni||not known|OXC6260|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225385.1	7038_3#11	Contig	290310	1727609	25	NULL	Generic	PRJEB2075	SAMEA1010400	NULL	2011	1	2071298	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6260	NULL	PDT000078239.1	2015-08-05	197	CUHR	CUHR00000000.1
PDT000078240.1|SAMEA1401580|GCA_001225405.1|Campylobacter jejuni||not known|OXC6633|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225405.1	7213_3#88	Contig	194810	1693793	20	NULL	Generic	PRJEB2075	SAMEA1401580	NULL	2011	1	2071318	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6633	NULL	PDT000078240.1	2015-08-05	197	CUVT	CUVT00000000.1
PDT000078241.1|SAMEA1010598|GCA_001225425.1|Campylobacter jejuni||not known|OXC6391|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225425.1	7065_7#45	Contig	67942	1914481	102	NULL	Generic	PRJEB2075	SAMEA1010598	NULL	2011	1	2071338	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6391	NULL	PDT000078241.1	2015-08-05	197	CUMW	CUMW00000000.1
PDT000078242.1|SAMEA1010563|GCA_001225465.1|Campylobacter jejuni||not known|OXC6319|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225465.1	7038_3#69	Contig	334508	1710760	14	NULL	Generic	PRJEB2075	SAMEA1010563	NULL	2011	1	2071378	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6319	NULL	PDT000078242.1	2015-08-05	197	CUKC	CUKC00000000.1
PDT000078243.1|SAMEA1010316|GCA_001225565.1|Campylobacter jejuni||not known|OXC6377|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225565.1	7065_7#31	Contig	197753	1694621	19	NULL	Generic	PRJEB2075	SAMEA1010316	NULL	2011	1	2071478	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6377	NULL	PDT000078243.1	2015-08-05	197	CUMF	CUMF00000000.1
PDT000078244.1|SAMEA1401011|GCA_001225645.1|Campylobacter jejuni||not known|OXC6566|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225645.1	7213_3#23	Contig	433817	1730601	15	NULL	Generic	PRJEB2075	SAMEA1401011	NULL	2011	1	2071558	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6566	NULL	PDT000078244.1	2015-08-05	197	CUTF	CUTF00000000.1
PDT000078245.1|SAMEA1010458|GCA_001225685.1|Campylobacter jejuni||not known|OXC6453|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225685.1	7092_1#6	Contig	285568	1694801	9	NULL	Generic	PRJEB2075	SAMEA1010458	NULL	2011	1	2071598	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6453	NULL	PDT000078245.1	2015-08-05	197	CURA	CURA00000000.1
PDT000078246.1|SAMEA1010451|GCA_001225745.1|Campylobacter jejuni||not known|OXC6509|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225745.1	7092_1#62	Contig	212986	1704620	20	NULL	Generic	PRJEB2075	SAMEA1010451	NULL	2011	1	2071658	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6509	NULL	PDT000078246.1	2015-08-05	197	CURF	CURF00000000.1
PDT000078247.1|SAMEA1010615|GCA_001225785.1|Campylobacter jejuni||not known|OXC6421|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225785.1	7065_7#73	Contig	297176	1723328	18	NULL	Generic	PRJEB2075	SAMEA1010615	NULL	2011	1	2071698	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6421	NULL	PDT000078247.1	2015-08-05	197	CUNZ	CUNZ00000000.1
PDT000078248.1|SAMEA1010534|GCA_001225805.1|Campylobacter jejuni||not known|OXC6254|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225805.1	7038_3#5	Contig	245114	1711245	16	NULL	Generic	PRJEB2075	SAMEA1010534	NULL	2011	1	2071718	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6254	NULL	PDT000078248.1	2015-08-05	197	CUJH	CUJH00000000.1
PDT000078249.1|SAMEA1010475|GCA_001225845.1|Campylobacter jejuni||not known|OXC6306|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225845.1	7038_3#56	Contig	291971	1612545	8	NULL	Generic	PRJEB2075	SAMEA1010475	NULL	2011	1	2071758	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6306	NULL	PDT000078249.1	2015-08-05	197	CUJO	CUJO00000000.1
PDT000078250.1|SAMEA1010448|GCA_001225885.1|Campylobacter jejuni||not known|OXC6508|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225885.1	7092_1#61	Contig	484172	1665653	17	NULL	Generic	PRJEB2075	SAMEA1010448	NULL	2011	1	2071798	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6508	NULL	PDT000078250.1	2015-08-05	197	CURD	CURD00000000.1
PDT000078251.1|SAMEA1010357|GCA_001225925.1|Campylobacter jejuni||not known|OXC6520|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001225925.1	7092_1#73	Contig	286484	1687141	18	NULL	Generic	PRJEB2075	SAMEA1010357	NULL	2011	1	2071838	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6520	NULL	PDT000078251.1	2015-08-05	197	CURP	CURP00000000.1
PDT000078252.1|SAMEA1010653|GCA_001226005.1|Campylobacter jejuni||not known|OXC6302|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226005.1	7038_3#52	Contig	397709	1638081	15	NULL	Generic	PRJEB2075	SAMEA1010653	NULL	2011	1	2071918	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6302	NULL	PDT000078252.1	2015-08-05	197	CUJK	CUJK00000000.1
PDT000078253.1|SAMEA1010310|GCA_001226025.1|Campylobacter jejuni||not known|OXC6320|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226025.1	7038_3#70	Contig	404579	1726954	18	NULL	Generic	PRJEB2075	SAMEA1010310	NULL	2011	1	2071938	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6320	NULL	PDT000078253.1	2015-08-05	197	CUKE	CUKE00000000.1
PDT000078254.1|SAMEA1010533|GCA_001226045.1|Campylobacter jejuni||not known|OXC6333|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226045.1	7038_3#83	Contig	186582	1626824	19	NULL	Generic	PRJEB2075	SAMEA1010533	NULL	2011	1	2071958	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6333	NULL	PDT000078254.1	2015-08-05	197	CUKS	CUKS00000000.1
PDT000078255.1|SAMEA1010279|GCA_001226065.1|Campylobacter jejuni||not known|OXC6366|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226065.1	7065_7#20	Contig	331270	1710149	13	NULL	Generic	PRJEB2075	SAMEA1010279	NULL	2011	1	2071978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6366	NULL	PDT000078255.1	2015-08-05	197	CULT	CULT00000000.1
PDT000078256.1|SAMEA1010256|GCA_001226085.1|Campylobacter jejuni||not known|OXC6529|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226085.1	7092_1#82	Contig	260897	1700029	21	NULL	Generic	PRJEB2075	SAMEA1010256	NULL	2011	1	2071998	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6529	NULL	PDT000078256.1	2015-08-05	197	CUSA	CUSA00000000.1
PDT000078257.1|SAMEA1010583|GCA_001226145.1|Campylobacter jejuni||not known|OXC6414|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226145.1	7065_7#66	Contig	151258	1646544	21	NULL	Generic	PRJEB2075	SAMEA1010583	NULL	2011	1	2072058	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6414	NULL	PDT000078257.1	2015-08-05	197	CUNR	CUNR00000000.1
PDT000078258.1|SAMEA1401127|GCA_001226225.1|Campylobacter jejuni||not known|OXC6620|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226225.1	7213_3#75	Contig	415004	1676039	12	NULL	Generic	PRJEB2075	SAMEA1401127	NULL	2011	1	2072138	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6620	NULL	PDT000078258.1	2015-08-05	197	CUVF	CUVF00000000.1
PDT000078259.1|SAMEA1010293|GCA_001226245.1|Campylobacter jejuni||not known|OXC6289|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226245.1	7038_3#39	Contig	343493	1700941	20	NULL	Generic	PRJEB2075	SAMEA1010293	NULL	2011	1	2072158	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6289	NULL	PDT000078259.1	2015-08-05	197	CUIV	CUIV00000000.1
PDT000078260.1|SAMEA1401365|GCA_001226345.1|Campylobacter jejuni||not known|OXC6614|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226345.1	7213_3#70	Contig	244874	1640256	15	NULL	Generic	PRJEB2075	SAMEA1401365	NULL	2011	1	2072258	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6614	NULL	PDT000078260.1	2015-08-05	197	CUVA	CUVA00000000.1
PDT000078261.1|SAMEA1010485|GCA_001226385.1|Campylobacter jejuni||not known|OXC6307|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226385.1	7038_3#57	Contig	154925	1704814	25	NULL	Generic	PRJEB2075	SAMEA1010485	NULL	2011	1	2072298	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6307	NULL	PDT000078261.1	2015-08-05	197	CUJP	CUJP00000000.1
PDT000078262.1|SAMEA1010621|GCA_001226425.1|Campylobacter jejuni||not known|OXC6417|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226425.1	7065_7#69	Contig	197304	1663574	11	NULL	Generic	PRJEB2075	SAMEA1010621	NULL	2011	1	2072338	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6417	NULL	PDT000078262.1	2015-08-05	197	CUNU	CUNU00000000.1
PDT000078263.1|SAMEA1010596|GCA_001226485.1|Campylobacter jejuni||not known|OXC6538|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226485.1	7092_1#91	Contig	202635	1648922	19	NULL	Generic	PRJEB2075	SAMEA1010596	NULL	2011	1	2072398	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6538	NULL	PDT000078263.1	2015-08-05	197	CUSK	CUSK00000000.1
PDT000078264.1|SAMEA1010374|GCA_001226545.1|Campylobacter jejuni||not known|OXC6536|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226545.1	7092_1#89	Contig	269140	1655662	15	NULL	Generic	PRJEB2075	SAMEA1010374	NULL	2011	1	2072458	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6536	NULL	PDT000078264.1	2015-08-05	197	CUSH	CUSH00000000.1
PDT000078265.1|SAMEA1010432|GCA_001226665.1|Campylobacter jejuni||not known|OXC6355|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226665.1	7065_7#9	Contig	300597	1663914	19	NULL	Generic	PRJEB2075	SAMEA1010432	NULL	2011	1	2072578	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6355	NULL	PDT000078265.1	2015-08-05	197	CUOR	CUOR00000000.1
PDT000078266.1|SAMEA1010502|GCA_001226745.1|Campylobacter jejuni||not known|OXC6257|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226745.1	7038_3#8	Contig	227904	1695744	17	NULL	Generic	PRJEB2075	SAMEA1010502	NULL	2011	1	2072658	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6257	NULL	PDT000078266.1	2015-08-05	197	CUKO	CUKO00000000.1
PDT000078267.1|SAMEA1010498|GCA_001226825.1|Campylobacter jejuni||not known|OXC6446|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226825.1	7065_7#96	Contig	265592	1595379	21	NULL	Generic	PRJEB2075	SAMEA1010498	NULL	2011	1	2072738	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6446	NULL	PDT000078267.1	2015-08-05	197	CUOX	CUOX00000000.1
PDT000078268.1|SAMEA1401608|GCA_001226845.1|Campylobacter jejuni||not known|OXC6582|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226845.1	7213_3#39	Contig	265066	1739376	14	NULL	Generic	PRJEB2075	SAMEA1401608	NULL	2011	1	2072758	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6582	NULL	PDT000078268.1	2015-08-05	197	CUTW	CUTW00000000.1
PDT000078269.1|SAMEA1401672|GCA_001226945.1|Campylobacter jejuni||not known|OXC6574|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001226945.1	7213_3#31	Contig	282390	1765241	38	NULL	Generic	PRJEB2075	SAMEA1401672	NULL	2011	1	2072858	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6574	NULL	PDT000078269.1	2015-08-05	197	CUTO	CUTO00000000.1
PDT000078270.1|SAMEA1401650|GCA_001227065.1|Campylobacter jejuni||not known|OXC6573|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001227065.1	7213_3#30	Contig	160740	1704701	20	NULL	Generic	PRJEB2075	SAMEA1401650	NULL	2011	1	2072978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6573	NULL	PDT000078270.1	2015-08-05	197	CUTN	CUTN00000000.1
